,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2022-09-30,52,54,18,15547.141748336398,6.252309056458795,31.189246295842914,389,456.4434056746608,1,3,0
2022-10-01,51,52,15,20354.705745913383,8.592733639934641,8.977297469160959,278,1183.1718398211995,4,2,0
2022-10-02,34,39,33,24357.492615245505,17.927284848741095,23.992928513217212,211,118.00121399046147,6,6,0
2022-10-03,48,48,20,20976.131909324606,15.562194988014902,13.401000196099105,313,719.8434091696932,2,7,0
2022-10-04,44,42,19,23094.274884628147,12.605046553594912,14.74553883800652,237,246.27900549506512,3,4,0
2022-10-05,12,45,12,23001.526483917507,6.938433722898606,25.31976968611609,473,160.03434832645442,1,4,0
2022-10-06,53,68,9,24321.29099780653,9.938144716097163,16.287447838527786,299,207.8868289610845,5,7,0
2022-10-07,60,51,28,22702.28765649873,6.988028180036012,23.258937856135347,106,810.7933084349239,1,3,0
2022-10-08,21,41,22,22477.005140130896,3.195954482255735,26.90015791922496,445,130.06876668608678,3,3,0
2022-10-09,28,63,16,17341.026649706408,8.241148161547079,21.00348492826181,112,136.8572125448012,3,5,0
2022-10-10,53,59,12,15599.251553210814,10.298314189628178,24.446429246070817,179,18.808293236537057,4,6,0
2022-10-11,68,60,21,20175.99465053808,8.285238625591722,20.403365978013415,385,128.11802832024634,2,5,0
2022-10-12,58,29,21,16244.342079467551,8.427203838639473,20.63503042639273,258,193.32291547728897,2,6,0
2022-10-13,70,69,13,24621.958762779912,11.21086656481264,16.825354520808865,488,69.25201362343627,4,2,0
2022-10-14,26,44,28,17899.247626330285,13.880404357882233,29.644297168365632,371,54.17095078115658,0,4,0
2022-10-15,83,57,8,23529.442033842934,7.587765590004367,23.71422247057665,300,23.307178980078454,3,3,0
2022-10-16,66,75,17,18876.246252024594,6.2503769896999355,22.60902637226337,249,82.7107353772974,3,6,0
2022-10-17,64,71,23,18231.942498573775,16.69189216374924,23.851473790398018,395,614.7275102134643,7,8,0
2022-10-18,56,40,15,24351.585723766213,9.278098325142805,16.613548324418286,392,33.72190738384094,3,4,1
2022-10-19,21,35,27,18633.22572086224,7.552311799477786,24.654859429262242,433,326.6918107807581,2,2,0
2022-10-20,71,64,25,18902.879086631365,13.894628942193382,27.779403907459564,371,357.57550657190177,2,3,0
2022-10-21,89,51,26,16060.917796129092,4.385825427764597,13.09651189149782,142,1724.7917907092747,1,2,0
2022-10-22,97,44,9,21704.466652825093,13.528322441580457,22.707814007691763,418,419.20295616511754,1,4,0
2022-10-23,92,56,10,17888.394144775135,18.61487963367091,20.31395034916896,114,385.51479889767603,3,5,0
2022-10-24,17,48,15,20856.04167839507,5.155384786215095,17.404075318122526,347,214.3686621621282,2,10,0
2022-10-25,30,57,20,20913.517040532097,7.158955921672723,14.533720047774024,271,148.54045334548684,3,4,0
2022-10-26,90,50,25,22191.99695595767,9.688661674776643,25.259598314939893,317,347.9989675972548,6,3,0
2022-10-27,96,57,28,22452.414861724414,12.226309982653207,21.03994831462478,236,517.3405039504919,2,3,0
2022-10-28,89,41,24,20144.524344015394,9.706491012160495,18.96434998248896,420,176.00216699822806,3,3,1
2022-10-29,79,64,32,18309.91947603403,10.401444741915855,22.71191056749911,326,540.171078739596,2,3,0
2022-10-30,81,56,25,23374.50894834734,4.6132955206254564,19.36259606240441,143,2652.376464942723,3,6,0
2022-10-31,34,56,15,18098.656494084848,11.890935479096873,16.479641391264604,119,159.31110166997863,1,2,0
2022-11-01,91,38,14,20075.090944693315,21.990103120123585,20.644760239727745,218,163.8582340699203,1,12,0
2022-11-02,98,66,24,19012.52583203728,6.318479264252521,19.85997018209074,333,135.35259143807883,1,5,0
2022-11-03,21,49,12,23550.78385969688,12.479305689843118,11.129060242408178,467,169.6509246046477,1,5,0
2022-11-04,24,57,8,19319.18531145829,12.451938275115339,16.852167026120284,478,504.26669959538765,3,4,0
2022-11-05,68,46,20,18860.991888374843,11.489365372242393,13.67802499399463,435,161.9122686193039,6,6,0
2022-11-06,35,52,27,21898.236928976374,15.809844591043225,11.742988624221505,455,179.3211051568898,5,5,0
2022-11-07,35,52,9,21024.411098614426,13.524207503040692,22.338496864613095,361,115.62478476502832,3,4,0
2022-11-08,56,21,26,16072.468334958461,10.542195107195761,16.656165350850458,182,242.02898713706196,3,4,0
2022-11-09,41,55,27,20081.688063439633,8.111721009192122,25.207031477595628,130,89.72986094307392,4,8,0
2022-11-10,19,69,19,22354.78388333248,5.781426406227606,10.85701841828029,421,43.54751476742446,2,4,0
2022-11-11,25,55,5,24920.747645913565,7.587983824174903,18.51123032583387,373,232.21693300668082,3,5,0
2022-11-12,80,40,12,21291.46833970319,11.992183870428727,16.92036845361779,333,1074.256927601904,5,4,0
2022-11-13,26,56,24,18702.93066441318,9.969720451063784,12.110176628983137,127,111.05837163021134,6,2,0
2022-11-14,32,60,24,17261.515998021183,4.0782622085283755,20.025435160907385,351,52.3941457560444,1,3,0
2022-11-15,35,55,30,23728.302341533203,12.829728616777349,12.546677268510338,423,1007.9179239459919,4,3,0
2022-11-16,94,49,21,23145.652121135026,5.5997979257136095,21.113579198111427,352,155.33136873050358,3,6,0
2022-11-17,95,47,10,17339.228207793847,5.877970287453486,23.60379379636727,338,381.67073341267763,4,4,0
2022-11-18,16,47,10,17006.320901465733,8.195371851860882,21.33776588162378,469,71.59563998235204,2,7,0
2022-11-19,23,56,24,22151.367768111755,5.020646390520825,21.96941747987935,413,149.8703470538118,5,6,0
2022-11-20,88,35,12,18149.520619187595,9.399410471309086,25.156174525370005,274,602.1787851405956,1,3,0
2022-11-21,16,46,16,18063.98798361958,7.844474779135062,19.86618299436481,293,169.1477289595576,4,5,0
2022-11-22,18,65,19,16522.902470676552,8.95252501075726,15.869861785574065,279,171.2633092715413,5,6,0
2022-11-23,57,66,1,17639.7551970983,6.8820701977516165,16.95524247421938,484,33.49532986297562,1,6,0
2022-11-24,81,35,14,19275.075575926494,5.5343726113251055,17.063129426508876,394,326.0443685491059,1,5,0
2022-11-25,68,38,18,22328.383372724154,12.426900648588179,14.783306492281993,314,67.63447761524073,4,6,0
2022-11-26,96,47,15,18363.0809441375,9.268300268430313,23.921056517211785,302,454.7284377102218,1,2,0
2022-11-27,91,58,10,18286.043394798427,2.9647000317807364,22.634514143416865,349,181.7044065849946,4,6,0
2022-11-28,48,31,24,17849.132525524357,6.142938896195672,11.674983824595811,461,198.5853776503445,3,4,0
2022-11-29,27,49,27,19782.83667511043,13.473649613392691,15.8683776859233,356,321.3535179129094,4,5,0
2022-11-30,68,45,14,16806.366979413153,6.093450758581872,14.540073225592668,174,215.99806494224046,5,3,0
2022-12-01,26,63,26,19856.307340321255,10.36650951504414,21.58673002876705,443,827.5366659456167,4,7,0
2022-12-02,23,33,17,22041.7555619469,5.225444087356664,25.38254755561678,301,706.2989564025994,3,5,0
2022-12-03,40,50,20,15297.905040326223,9.801971007065221,22.240930116708917,241,43.93696997643398,5,6,0
2022-12-04,33,46,28,15097.793803057619,17.9363113836406,16.494037691766685,305,125.12184202350227,6,7,0
2022-12-05,69,64,25,15751.229101545092,12.95504321550416,18.40510848830723,298,342.5901657020773,4,8,0
2022-12-06,54,55,27,20356.60061728112,8.296911002622736,13.035743717158496,270,57.823602379064965,2,6,0
2022-12-07,12,44,10,23544.550831854034,18.40647640060865,13.419187416090796,415,30.936578083006964,1,3,0
2022-12-08,46,58,7,15048.84466020252,6.557665380016798,24.230248574623463,327,69.39365391915808,1,7,0
2022-12-09,52,46,30,24366.61304584681,9.561031313555644,27.220561015656273,485,132.26858548247745,1,6,0
2022-12-10,49,59,17,16062.785115705357,10.750209374561063,16.426157355952164,278,2.548224535972654,2,5,0
2022-12-11,99,47,15,23419.835280582265,13.536357129194887,20.24059410066265,465,48.7210096659012,2,8,0
2022-12-12,64,60,24,19828.547649829467,7.487681771042451,23.602618800006343,374,25.064806501202263,3,3,0
2022-12-13,96,54,28,21593.573872788438,11.290320101558747,11.68078899080575,161,467.16021336048516,5,3,0
2022-12-14,48,82,29,20106.829844471824,4.997924904164911,14.756566941822019,426,376.7111926597218,4,5,0
2022-12-15,24,49,16,19770.482251793546,5.152085282823255,29.968177426222923,303,196.08802966796088,2,6,0
2022-12-16,13,53,28,23348.994283643915,10.296386459267628,15.211417510552959,466,164.0238549275013,4,5,0
2022-12-17,95,45,4,22558.863795678164,10.192793034810839,18.19082845290421,232,255.90514315641977,3,6,0
2022-12-18,34,50,5,19834.02236523004,15.036733497173252,16.98532819801984,171,54.68912131076695,1,5,1
2022-12-19,22,22,22,16116.359293960617,10.379449667823513,10.026103210550133,177,519.51152517008,2,5,0
2022-12-20,91,54,6,16154.029593144081,6.948648894630731,20.41361269252209,288,162.8812305401268,1,7,0
2022-12-21,42,63,16,23015.394607190756,14.897476829626276,19.873741878505662,455,371.51872633878156,3,3,0
2022-12-22,25,53,23,20293.906213475333,15.703427995085358,20.90425607210062,170,356.5289228097569,4,6,0
2022-12-23,51,36,16,19815.891402193625,10.94715100195966,19.577122213259916,362,253.18348633503217,7,7,0
2022-12-24,75,41,12,21805.66841360715,7.251990271758977,17.70069529505904,405,202.94154641888647,4,5,0
2022-12-25,64,25,15,23588.4158341426,5.924779459180051,17.413638998239723,145,188.37597718686115,2,4,0
2022-12-26,51,59,19,21288.731444133053,8.89163301601578,17.499119854200202,323,139.35478344608813,2,1,0
2022-12-27,43,39,19,22628.47902346479,23.729444242374797,15.056551405765376,427,240.5569196738932,3,7,0
2022-12-28,39,49,26,22652.70524116957,3.594893594648331,15.830976938063461,349,182.40130063840888,3,4,0
2022-12-29,22,48,25,18562.61448792959,24.04904095040463,15.140431601348208,175,91.19309093924988,1,4,0
2022-12-30,22,64,19,17740.83195640996,8.539786182699537,22.86705246947617,173,273.0663288933419,3,4,0
2022-12-31,27,50,28,23011.640671751586,6.752052602163985,21.530512852290062,241,196.4680893428158,3,5,0
2023-01-01,41,58,9,18771.787917842434,3.3751616113989282,20.135669240909184,172,497.5958432753769,3,6,0
2023-01-02,48,55,14,24033.360065227054,13.16926142931382,29.711326054299597,201,24.278306540008973,3,7,0
2023-01-03,55,63,27,15696.906967301196,9.480184953037146,15.371523450277868,193,153.88730833193526,3,4,0
2023-01-04,38,47,17,15582.175120753396,12.722560477984732,25.593884076266484,168,71.88711732230098,5,6,0
2023-01-05,71,68,39,24270.041601014083,2.6246883626821984,18.699849127561144,164,88.4446785634783,3,6,0
2023-01-06,71,30,19,21484.54914181435,13.830799042534938,20.785823424701324,292,259.75737638407986,2,4,0
2023-01-07,66,58,26,18795.993564483324,7.233386725725462,23.355681157303913,161,35.3019959616484,4,2,0
2023-01-08,25,41,18,22550.604148161827,2.965076392555961,17.612317311540274,119,169.5479277180127,3,8,0
2023-01-09,65,45,18,21723.268099936413,7.794228718949529,14.716510809131918,340,153.00025107356458,1,6,0
2023-01-10,19,55,17,20312.010468195964,3.743923072916621,15.541120844874971,302,51.937985589521865,1,6,0
2023-01-11,39,55,24,15988.733426626513,6.075844374548918,9.46858091483217,399,173.82914596797124,4,2,0
2023-01-12,34,56,20,23121.795872927516,7.039485842855138,23.033980786606428,294,69.30013294371814,3,7,0
2023-01-13,93,36,34,23660.23190680625,4.934096511019944,22.913698133300592,161,1336.0646198185946,2,5,0
2023-01-14,14,64,14,16721.68688552649,8.976813548684538,27.91825278046192,206,493.7190518820379,5,7,0
2023-01-15,74,40,9,23505.116519770665,9.116316311647129,22.07464454534355,224,158.73878022464706,7,10,0
2023-01-16,58,42,17,23778.473110165643,14.67497060398979,23.276123737131805,400,96.3754474437217,1,9,0
2023-01-17,12,56,22,20494.28612288516,9.026308389849587,19.592268220653214,366,245.68502705798085,4,7,0
2023-01-18,54,47,29,21561.79036222687,22.877705023297025,22.324396104080222,301,319.7296892794378,2,1,0
2023-01-19,23,53,16,18822.373200144913,11.959075164588945,25.4479646682996,261,191.43198767381332,3,8,0
2023-01-20,39,28,23,17817.91647509266,5.708212462881447,20.907361084293207,443,53.77735477662512,2,2,0
2023-01-21,77,52,16,22219.831469516448,4.913307066666554,17.39384221080625,401,120.35097117642762,0,7,0
2023-01-22,27,52,22,23618.75149015808,5.123792117672433,18.89886882719239,211,160.4549269977067,3,4,0
2023-01-23,71,44,30,21540.775529557475,14.750999359379765,23.75931801616751,436,198.39798081578752,4,5,0
2023-01-24,46,29,13,20115.906106465492,4.922292568236805,17.543682968620846,131,203.03190844378918,0,2,0
2023-01-25,34,47,18,16589.247668441716,10.004931559510881,24.445331630855758,197,308.22567792323446,0,7,0
2023-01-26,57,49,44,15534.587126048182,12.667201628379754,29.54298935845349,346,567.7722038504006,1,2,0
2023-01-27,74,46,29,19456.917902467463,9.315017698294302,24.50731067415903,360,408.5293282465135,3,4,0
2023-01-28,62,31,21,15493.495636974212,13.004757179004269,23.73567951604373,290,267.8212674985805,1,7,0
2023-01-29,88,65,20,20693.34631907225,7.782968884590233,21.738161305287523,128,42.19475857259759,2,6,1
2023-01-30,82,43,15,18827.291913177713,9.58789087084977,16.115652582089098,147,486.0654257295952,5,1,0
2023-01-31,24,47,20,22571.891196819695,8.465375686218149,15.662090169817938,349,336.57006761085944,3,4,0
2023-02-01,58,25,28,18056.484968361834,9.7723578384726,15.611888049252547,325,114.91683829836317,5,2,0
2023-02-02,97,65,23,20929.82700967432,4.559534263897385,22.77366034424279,371,152.89310712080555,3,6,0
2023-02-03,77,45,15,20376.835217551004,18.79041555358939,18.052685563564648,252,158.4724833101953,5,9,0
2023-02-04,21,50,13,15047.124255222412,11.491261221025615,19.855038040406498,427,95.7918564449404,4,6,0
2023-02-05,68,61,14,15723.893982643103,13.426861665434314,22.093282153264322,384,25.841079719814815,7,3,1
2023-02-06,46,43,12,17903.682124860206,6.859506587329122,15.797893558707154,279,48.59192460223647,2,4,0
2023-02-07,70,59,8,23822.350810207652,11.683538875702329,17.490381001860037,401,59.94891089996138,4,10,0
2023-02-08,52,29,18,16470.149548997786,10.207238707308658,21.614414008146184,252,20.742191796765287,2,3,0
2023-02-09,79,55,9,22108.94330460542,3.8035265243897256,18.54573065445332,333,48.75139104082779,3,5,0
2023-02-10,48,65,12,24733.66566152287,3.5861336644268027,19.012744842212022,122,464.61049755678806,2,4,0
2023-02-11,65,44,20,22905.675526911553,4.463744883903877,14.836724918516381,193,241.27041042999642,1,7,0
2023-02-12,72,61,11,17429.45361687044,5.424476061959655,19.080442413256332,469,56.20552910908473,8,7,0
2023-02-13,55,68,6,24083.652604130817,5.020621476128535,28.260849889339248,344,74.57284569145571,2,4,0
2023-02-14,97,47,16,15931.071565083901,11.069276273346667,17.768237473995267,389,507.34113424565265,1,6,0
2023-02-15,20,46,13,19681.41941870736,12.994346464935267,14.264945924779589,259,494.9551776435137,5,5,0
2023-02-16,71,41,20,23875.419077264138,11.786299147390782,24.790680788057024,472,159.15650015952818,3,4,0
2023-02-17,86,44,9,21412.657092568697,19.80312622459757,22.616774659208133,384,480.48580862827424,1,4,0
2023-02-18,34,41,25,19136.44564727699,9.81052778797217,21.063092212588042,108,68.99927443132664,1,5,0
2023-02-19,80,41,31,17928.12866737169,8.473968868075831,13.406790170837496,284,186.30030600047638,3,3,0
2023-02-20,61,61,25,18750.9940531835,8.845227835998715,14.116931584009649,394,33.97582165923234,5,7,0
2023-02-21,13,42,20,20089.417810092862,13.615443182745969,12.313405751014894,234,103.09798401551977,1,2,0
2023-02-22,68,52,29,18190.439298728073,5.864501693112018,22.157657505752237,209,152.6391340443799,1,2,0
2023-02-23,81,50,24,24689.678620822997,7.706455145503735,25.099344642508655,168,27.520773034373253,4,4,0
2023-02-24,29,64,-2,24330.776530661453,17.98989438872406,22.326338033860726,235,268.5712173754386,5,2,0
2023-02-25,72,44,17,23706.714682143207,9.863832114779315,29.749511988583322,195,317.4123231460634,5,5,0
2023-02-26,63,53,28,19218.298355226536,11.944928569238721,17.790481684172953,218,407.93957846681263,6,4,0
2023-02-27,83,57,16,21913.01769335229,8.331650550451442,18.381652793325813,473,1531.8736872305044,4,6,0
2023-02-28,66,64,3,24028.293070359647,6.125775134087927,20.532809456974388,373,225.13818050067684,0,9,0
2023-03-01,99,44,25,23504.29487678928,12.404106239626373,18.85250792128343,457,139.20074827590378,2,6,0
2023-03-02,50,43,26,19143.270140202076,7.079216190416545,22.493554549249048,465,29.901749503288368,3,3,0
2023-03-03,12,39,11,16123.860493222608,8.59591228684924,16.80189530530639,437,219.63178324342906,5,8,0
2023-03-04,15,72,20,15756.303638345495,8.927688701781738,13.026378275287513,276,259.6755183882141,1,4,0
2023-03-05,14,63,12,20770.640452257026,15.458359948786091,11.053297105042079,460,38.24403989529634,4,5,0
2023-03-06,14,49,24,21426.279352109315,5.944361189953858,22.402563118826862,336,116.73573209363761,3,4,0
2023-03-07,63,69,15,23498.426045970242,15.031459660761746,17.3704443969527,371,150.0746133441822,3,4,0
2023-03-08,56,48,16,17925.15020341031,6.224295477672227,14.15229509774412,376,252.02428308769422,7,8,0
2023-03-09,96,57,28,16674.704905500425,6.5665394161007145,16.904704650003914,237,349.4083908008005,5,4,0
2023-03-10,58,50,19,18790.058331781995,4.889693599688357,29.76265951297726,461,86.78577417043057,1,5,0
2023-03-11,18,53,23,18535.75123632275,11.580165989413043,14.445533035819022,231,181.5190902626852,3,3,0
2023-03-12,29,52,18,16324.689540178548,8.723920951186035,23.63595765174901,143,263.4162504165712,5,7,0
2023-03-13,70,45,15,21722.82652513152,8.332219490925336,22.10546785724575,222,123.74472412664001,5,7,0
2023-03-14,44,60,22,20086.91940729376,10.467829205199207,26.70716409006569,235,97.37190337300491,6,4,0
2023-03-15,59,57,11,22211.22756114766,9.505630187015376,19.384535641929304,466,302.65073370692073,2,6,0
2023-03-16,91,60,17,18526.911201697345,10.980567092069313,12.19827800784655,472,124.24856725083542,4,6,0
2023-03-17,71,53,13,18257.02211577702,10.948211300158952,24.96272652390381,225,44.83164799374804,6,5,0
2023-03-18,26,40,24,19725.758530438558,7.631289612851137,18.750888424436052,374,585.8374308816369,1,5,0
2023-03-19,97,67,34,23774.07345395147,7.389469509758616,26.372315649059757,163,50.08433792767297,1,5,0
2023-03-20,12,47,47,15402.813067339803,11.108866706926529,24.07984446655847,395,135.0295249326142,1,2,0
2023-03-21,41,53,19,23048.32817296472,7.364504611636265,24.97934796190316,331,204.7446431406923,3,6,0
2023-03-22,22,56,14,18689.876126577565,9.8626191478086,31.842408546626906,150,233.97359055249237,4,5,0
2023-03-23,98,53,18,23546.190257884777,7.791038297933128,21.409990224479788,236,175.84744101383626,2,5,0
2023-03-24,82,59,28,23022.030088358566,11.10397022043436,27.214275349056418,257,7.829308479587765,2,7,0
2023-03-25,77,60,13,18487.612473960886,5.8418841622989905,17.97577232985146,155,73.51476792432109,3,1,0
2023-03-26,23,47,34,21938.76535321616,15.342987175972716,22.70355698332835,180,199.59500698982316,5,3,0
2023-03-27,20,66,16,16596.327567734403,9.283595243845825,17.48864640214068,331,133.0741899303505,5,3,0
2023-03-28,65,47,41,23962.81552163788,3.452039549453337,22.396199195288148,498,247.5632983368184,2,1,0
2023-03-29,76,53,28,19044.910644519096,6.0362506612297135,21.874027486367186,425,412.1943602980167,5,4,0
2023-03-30,38,46,27,19556.256153552,13.496325228003725,9.6971672824696,227,246.33376373693932,1,10,0
2023-03-31,18,43,16,22057.59051036985,17.84488108018482,16.941360531716064,225,71.5920674138074,1,4,1
2023-04-01,76,60,-3,23208.40236704851,9.227605587872675,21.151578524361717,416,86.6171079789276,4,6,0
2023-04-02,34,81,17,17363.427433282097,13.702026950554819,8.713035088945102,179,758.5740354958252,3,3,0
2023-04-03,85,46,15,21613.501398769953,5.015596009320015,19.520778146474075,476,124.07557417981758,4,5,0
2023-04-04,51,62,3,18919.980438891485,8.04464035983899,25.04235144919808,456,134.90783184948657,4,10,0
2023-04-05,18,46,20,18687.029240039614,1.5470145887822313,26.50123241612853,432,247.1204780037969,5,4,0
2023-04-06,88,49,18,21900.258239406547,5.42957996734252,16.087776431607843,274,511.4355844639296,0,7,0
2023-04-07,49,67,22,18871.832741559345,4.489606944480517,26.822030867739336,244,60.26405206189473,6,12,0
2023-04-08,34,39,22,18461.085001644075,10.888201865198576,26.040582565847995,225,90.36736737088691,3,5,0
2023-04-09,14,36,10,23358.884081262426,8.374193095610412,9.26054651380568,281,29.84562457144081,4,4,0
2023-04-10,20,49,38,16012.761238310064,3.1190476636313607,20.578959564921618,318,110.34679697706736,1,6,0
2023-04-11,68,56,12,21758.92622830211,5.4163149809060105,21.13214605605984,377,261.80327543515165,1,7,0
2023-04-12,97,54,18,17487.253937906247,12.120100423044585,27.59397608946371,182,103.10619927242045,3,3,0
2023-04-13,88,53,19,15154.982418261903,5.507390238048429,21.431924804625385,240,862.4808305193187,6,5,0
2023-04-14,47,50,27,16667.64268872692,14.294704105530606,26.968655198040256,433,166.70098842375188,6,4,0
2023-04-15,81,57,8,21066.615297758675,16.537587759639923,16.096091573014515,194,133.98585772505908,2,4,0
2023-04-16,14,20,18,22091.271914859375,9.882059999681827,12.00975373300568,464,104.36180793895278,7,7,1
2023-04-17,57,42,22,15210.577835563201,12.097069985643214,16.76080906188947,293,38.09732141252865,1,4,0
2023-04-18,99,49,13,15364.254433017202,7.2860546802572745,27.884942183401577,209,135.59434817195665,2,4,0
2023-04-19,27,57,22,24025.42114842953,6.083788282170331,24.629596900032233,151,212.3820155281466,4,5,0
2023-04-20,79,64,32,15733.058181137198,5.3240279320925,31.61230716820075,202,131.8849885706538,3,3,0
2023-04-21,46,41,49,23941.82158616571,4.559641998940042,12.783352772949314,200,187.00087033647645,7,3,0
2023-04-22,69,64,3,17281.659137509057,9.980838453465546,25.20660989846781,241,75.89294763843343,2,5,0
2023-04-23,57,45,14,22400.178001582128,11.59228041703637,23.774330998867107,300,42.74606750999155,1,4,0
2023-04-24,86,48,16,18097.33248946012,13.902709114084379,18.573416314185195,418,133.45859878486326,1,4,0
2023-04-25,37,55,17,23587.52025609184,15.706768402471392,23.879637958313623,298,185.0464589405297,6,2,0
2023-04-26,78,47,14,22004.54865424358,9.773342285109532,20.699824054617423,383,125.37496473650262,1,5,0
2023-04-27,86,61,13,19018.134586016953,22.12214606340156,22.30153757770751,316,181.91064477102776,1,7,0
2023-04-28,90,45,35,15763.024541740795,9.583682445265008,23.40274965501791,145,322.67398829172754,1,7,0
2023-04-29,49,46,32,22327.00183870807,11.87463878782339,24.90054647627529,127,321.447440843457,3,3,0
2023-04-30,54,60,4,21168.847559651815,3.114572961094395,20.434058330802017,101,349.8034289631851,4,5,0
2023-05-01,71,42,16,15029.117178337887,16.18867066570006,28.886680273064346,482,405.5831977147493,2,7,0
2023-05-02,67,52,18,15094.198559724453,16.104020559203683,18.921373375524407,116,243.97894754150136,3,4,0
2023-05-03,76,33,14,23087.92973192694,7.6156863679421685,29.418788103440676,414,211.94479282855278,4,8,0
2023-05-04,65,68,22,17593.99738801854,15.382639818782351,14.360780357787908,487,1035.8332298823082,3,8,1
2023-05-05,49,62,22,21361.336677280655,15.461765694650913,15.074702376603662,176,324.9332675206562,3,3,0
2023-05-06,49,77,28,19542.144197652473,15.28798584066565,15.367448673220878,486,63.741318996351986,2,4,0
2023-05-07,86,63,25,23634.300145217672,9.238993181561604,24.784303908628416,470,23.03357981601078,3,3,0
2023-05-08,42,38,20,24169.61113102489,7.054441174112138,15.972692403463974,264,116.61145462624657,4,3,0
2023-05-09,15,56,23,24968.077126788543,8.053509648407084,27.450626803017734,196,277.20076484180305,3,8,0
2023-05-10,97,40,15,16536.841358072466,2.877817724803388,17.367631445635688,204,387.2033888077445,3,8,1
2023-05-11,28,65,21,23629.640464754753,16.43343153890655,21.996428491241893,123,42.500925679891864,2,2,0
2023-05-12,89,38,19,17660.213767288016,6.540377224797608,23.200437627183675,299,307.79129459895086,4,5,0
2023-05-13,49,38,10,20908.158748955077,19.855572143318746,14.921278384503388,134,461.59413990226096,4,5,0
2023-05-14,68,33,14,20057.728338692108,12.035678257812425,13.046132816151474,101,272.7994462499978,2,4,0
2023-05-15,68,45,15,15179.881315723876,5.165084983735989,21.414416000170895,388,224.91566505870205,6,6,0
2023-05-16,57,43,32,24327.712799060948,6.0460544734592325,18.61379184883768,431,129.95515003484525,1,9,0
2023-05-17,50,37,13,15783.270551492184,13.392529917468751,22.49224503942102,441,93.69060673138694,3,3,0
2023-05-18,22,69,15,21882.189194077357,19.102196986553125,13.271709603476802,237,325.5598513620958,3,3,0
2023-05-19,54,55,17,22850.06836208262,3.0685318833476325,18.216214160471083,436,265.96027346214515,4,1,0
2023-05-20,98,54,23,22952.878490476844,17.204244147276675,19.090811792040487,161,107.00365078456092,4,4,0
2023-05-21,62,65,9,16354.945189288448,11.828039548876097,7.812651317797037,398,1885.7979928277803,6,4,0
2023-05-22,51,52,35,19475.69950507972,5.9159964015848505,24.977286354785832,296,32.79254134511535,1,4,0
2023-05-23,72,42,29,23294.2887043398,13.622299658136512,16.21279077441954,476,117.66819386430043,4,5,0
2023-05-24,36,32,21,18026.792103787546,9.051267766095293,27.49580670836295,158,68.62128643986534,2,6,0
2023-05-25,47,41,23,19677.486753746634,15.687456791398889,16.535846410429286,364,217.9304295469791,4,4,0
2023-05-26,69,65,0,17727.938926998457,5.321295415398687,17.393366320035245,432,21.1372389018429,5,4,0
2023-05-27,16,37,16,19635.514178853242,9.263569414967263,13.79043940719761,287,528.0897619365205,4,7,0
2023-05-28,14,53,26,23878.379225928802,11.454078892191376,25.733063655442976,162,405.6336186573133,2,7,0
2023-05-29,54,60,7,19551.242310327696,21.012888482256358,22.270809247550993,407,193.9023026106176,5,3,1
2023-05-30,67,52,15,20559.120170743205,6.152564479269168,27.00067855566253,378,108.81792625190876,2,4,0
2023-05-31,40,53,21,19039.762833030836,7.3538060573677235,18.96325503280827,129,303.78185165293206,5,7,0
2023-06-01,32,56,14,19601.171832033255,7.985092926644292,19.791421266084605,270,206.17109836176962,1,2,0
2023-06-02,51,53,33,15151.741990464217,7.880054964111906,11.589933841148355,120,384.527975847196,2,4,0
2023-06-03,19,66,10,17837.45509960456,5.581036323306431,16.87977811565245,398,131.30819405232793,4,5,0
2023-06-04,41,39,26,19365.817217418244,6.105634148276323,20.852493273836448,300,123.78247578972307,2,3,0
2023-06-05,62,52,20,21337.969759927288,7.247574938928574,21.936004187332028,234,436.04149798836346,3,3,0
2023-06-06,39,31,25,19500.51930553892,22.034314431201977,29.119687366526335,371,279.6844550093241,1,4,0
2023-06-07,48,29,16,18378.17043321564,9.286574168790171,10.745264218788734,122,124.70948154933112,4,6,0
2023-06-08,40,49,20,18880.98735344157,8.17585170550773,21.147273754019388,186,214.3988774479011,1,7,0
2023-06-09,91,55,28,17422.933292004665,6.432773988193356,18.118813619513467,130,178.54026814247015,2,10,0
2023-06-10,11,66,19,24244.94282774053,6.166048387127723,20.37751796619141,220,236.79710864653362,0,2,0
2023-06-11,87,74,17,20217.432257909146,3.860565555716481,20.513581256551138,168,528.1871773403328,1,3,0
2023-06-12,86,63,20,15134.09453872123,19.232170189772138,19.04407718874883,233,104.59854032202156,3,6,0
2023-06-13,21,57,24,15194.462584195466,14.728633026603998,14.334460409332701,470,77.90164489396284,4,5,0
2023-06-14,48,51,18,24729.616349520416,10.556645872745161,13.406114047469176,414,195.15457274193966,0,4,0
2023-06-15,75,34,33,17214.50891373245,6.363015255907001,18.67544107601753,245,86.78608049647643,8,3,1
2023-06-16,22,48,15,23056.082888143148,5.241630398831849,12.896912514925214,432,59.68507185517058,3,4,0
2023-06-17,55,62,19,15582.753015605746,12.788699700924246,19.43547860432558,493,400.8354633676671,3,4,0
2023-06-18,36,58,25,24211.62736694549,8.245624036204184,18.733152789305382,362,111.36285348406412,3,3,0
